'Constraint';'Template';'Activation';'Target';'Support';'Confidence level';'Interest factor'
'NotChainSuccession(01_HOOFD_490_5, 01_HOOFD_110_1)';'NotChainSuccession';'01_HOOFD_490_5';'01_HOOFD_110_1';1.000;0.327;0.150
'NotChainSuccession(01_HOOFD_490_5, 01_HOOFD_110_2)';'NotChainSuccession';'01_HOOFD_490_5';'01_HOOFD_110_2';1.000;0.337;0.154
'NotCoExistence(01_HOOFD_490_5, 01_HOOFD_120)';'NotCoExistence';'01_HOOFD_490_5';'01_HOOFD_120';1.000;0.371;0.170
'NotChainSuccession(01_HOOFD_490_5, 01_HOOFD_130)';'NotChainSuccession';'01_HOOFD_490_5';'01_HOOFD_130';1.000;0.292;0.134
'RespondedExistence(01_HOOFD_490_5, 01_HOOFD_180)';'RespondedExistence';'01_HOOFD_490_5';'01_HOOFD_180';1.000;0.458;0.419
'NotChainSuccession(01_HOOFD_490_5, 01_HOOFD_180)';'NotChainSuccession';'01_HOOFD_490_5';'01_HOOFD_180';1.000;0.458;0.419
'RespondedExistence(01_HOOFD_490_5, 01_HOOFD_195)';'RespondedExistence';'01_HOOFD_490_5';'01_HOOFD_195';1.000;0.458;0.334
'NotChainSuccession(01_HOOFD_490_5, 01_HOOFD_195)';'NotChainSuccession';'01_HOOFD_490_5';'01_HOOFD_195';1.000;0.458;0.334
'NotChainSuccession(01_HOOFD_490_5, 01_HOOFD_196)';'NotChainSuccession';'01_HOOFD_490_5';'01_HOOFD_196';1.000;0.284;0.130
'RespondedExistence(01_HOOFD_490_5, 01_HOOFD_200)';'RespondedExistence';'01_HOOFD_490_5';'01_HOOFD_200';0.995;0.456;0.388
'NotChainSuccession(01_HOOFD_490_5, 01_HOOFD_200)';'NotChainSuccession';'01_HOOFD_490_5';'01_HOOFD_200';1.000;0.458;0.390
'NotCoExistence(01_HOOFD_490_5, 01_HOOFD_250)';'NotCoExistence';'01_HOOFD_490_5';'01_HOOFD_250';1.000;0.326;0.149
'RespondedExistence(01_HOOFD_490_5, 01_HOOFD_250_1)';'RespondedExistence';'01_HOOFD_490_5';'01_HOOFD_250_1';0.958;0.439;0.216
'NotChainSuccession(01_HOOFD_490_5, 01_HOOFD_250_1)';'NotChainSuccession';'01_HOOFD_490_5';'01_HOOFD_250_1';1.000;0.458;0.225
'RespondedExistence(01_HOOFD_490_5, 01_HOOFD_250_2)';'RespondedExistence';'01_HOOFD_490_5';'01_HOOFD_250_2';0.958;0.439;0.216
'NotChainSuccession(01_HOOFD_490_5, 01_HOOFD_250_2)';'NotChainSuccession';'01_HOOFD_490_5';'01_HOOFD_250_2';1.000;0.458;0.225
'NotCoExistence(01_HOOFD_490_5, 01_HOOFD_260)';'NotCoExistence';'01_HOOFD_490_5';'01_HOOFD_260';1.000;0.325;0.149
'RespondedExistence(01_HOOFD_490_5, 01_HOOFD_330)';'RespondedExistence';'01_HOOFD_490_5';'01_HOOFD_330';1.000;0.458;0.346
'NotChainSuccession(01_HOOFD_490_5, 01_HOOFD_330)';'NotChainSuccession';'01_HOOFD_490_5';'01_HOOFD_330';1.000;0.458;0.346
'RespondedExistence(01_HOOFD_490_5, 01_HOOFD_370)';'RespondedExistence';'01_HOOFD_490_5';'01_HOOFD_370';0.730;0.334;0.236
'NotChainSuccession(01_HOOFD_490_5, 01_HOOFD_370)';'NotChainSuccession';'01_HOOFD_490_5';'01_HOOFD_370';1.000;0.458;0.323
'RespondedExistence(01_HOOFD_490_5, 01_HOOFD_375)';'RespondedExistence';'01_HOOFD_490_5';'01_HOOFD_375';1.000;0.458;0.384
'NotChainSuccession(01_HOOFD_490_5, 01_HOOFD_375)';'NotChainSuccession';'01_HOOFD_490_5';'01_HOOFD_375';0.998;0.457;0.383
'RespondedExistence(01_HOOFD_490_5, 01_HOOFD_380)';'RespondedExistence';'01_HOOFD_490_5';'01_HOOFD_380';1.000;0.458;0.384
'NotChainSuccession(01_HOOFD_490_5, 01_HOOFD_380)';'NotChainSuccession';'01_HOOFD_490_5';'01_HOOFD_380';1.000;0.458;0.384
'RespondedExistence(01_HOOFD_490_5, 01_HOOFD_430)';'RespondedExistence';'01_HOOFD_490_5';'01_HOOFD_430';0.858;0.393;0.273
'NotChainSuccession(01_HOOFD_490_5, 01_HOOFD_430)';'NotChainSuccession';'01_HOOFD_490_5';'01_HOOFD_430';1.000;0.458;0.318
'RespondedExistence(01_HOOFD_490_5, 01_HOOFD_480)';'RespondedExistence';'01_HOOFD_490_5';'01_HOOFD_480';0.858;0.393;0.273
'NotChainSuccession(01_HOOFD_490_5, 01_HOOFD_480)';'NotChainSuccession';'01_HOOFD_490_5';'01_HOOFD_480';1.000;0.458;0.318
'RespondedExistence(01_HOOFD_490_5, 01_HOOFD_490_1)';'RespondedExistence';'01_HOOFD_490_5';'01_HOOFD_490_1';1.000;0.458;0.378
'NotChainSuccession(01_HOOFD_490_5, 01_HOOFD_490_1)';'NotChainSuccession';'01_HOOFD_490_5';'01_HOOFD_490_1';1.000;0.458;0.378
'RespondedExistence(01_HOOFD_490_5, 01_HOOFD_490_1a)';'RespondedExistence';'01_HOOFD_490_5';'01_HOOFD_490_1a';0.777;0.356;0.130
'NotChainSuccession(01_HOOFD_490_5, 01_HOOFD_490_1a)';'NotChainSuccession';'01_HOOFD_490_5';'01_HOOFD_490_1a';0.997;0.366;0.167
'RespondedExistence(01_HOOFD_490_5, 01_HOOFD_490_2)';'RespondedExistence';'01_HOOFD_490_5';'01_HOOFD_490_2';1.000;0.458;0.357
'NotChainSuccession(01_HOOFD_490_5, 01_HOOFD_490_2)';'NotChainSuccession';'01_HOOFD_490_5';'01_HOOFD_490_2';1.000;0.458;0.357
'RespondedExistence(01_HOOFD_490_5, 01_HOOFD_490_4)';'RespondedExistence';'01_HOOFD_490_5';'01_HOOFD_490_4';1.000;0.458;0.236
'NotChainSuccession(01_HOOFD_490_5, 01_HOOFD_490_4)';'NotChainSuccession';'01_HOOFD_490_5';'01_HOOFD_490_4';0.976;0.447;0.230
'RespondedExistence(01_HOOFD_490_5, 01_HOOFD_490_5a)';'RespondedExistence';'01_HOOFD_490_5';'01_HOOFD_490_5a';0.777;0.356;0.127
'NotChainSuccession(01_HOOFD_490_5, 01_HOOFD_490_5a)';'NotChainSuccession';'01_HOOFD_490_5';'01_HOOFD_490_5a';0.903;0.321;0.147
'RespondedExistence(01_HOOFD_490_5, 01_HOOFD_491)';'RespondedExistence';'01_HOOFD_490_5';'01_HOOFD_491';1.000;0.458;0.256
'NotChainSuccession(01_HOOFD_490_5, 01_HOOFD_491)';'NotChainSuccession';'01_HOOFD_490_5';'01_HOOFD_491';0.991;0.454;0.254
'RespondedExistence(01_HOOFD_490_5, 01_HOOFD_494a)';'RespondedExistence';'01_HOOFD_490_5';'01_HOOFD_494a';0.777;0.356;0.129
'NotChainSuccession(01_HOOFD_490_5, 01_HOOFD_494a)';'NotChainSuccession';'01_HOOFD_490_5';'01_HOOFD_494a';0.971;0.351;0.161
'RespondedExistence(01_HOOFD_490_5, 01_HOOFD_495)';'RespondedExistence';'01_HOOFD_490_5';'01_HOOFD_495';1.000;0.458;0.300
'NotChainSuccession(01_HOOFD_490_5, 01_HOOFD_495)';'NotChainSuccession';'01_HOOFD_490_5';'01_HOOFD_495';0.899;0.412;0.270
'RespondedExistence(01_HOOFD_490_5, 01_HOOFD_500)';'RespondedExistence';'01_HOOFD_490_5';'01_HOOFD_500';1.000;0.458;0.235
'NotChainSuccession(01_HOOFD_490_5, 01_HOOFD_500)';'NotChainSuccession';'01_HOOFD_490_5';'01_HOOFD_500';0.946;0.433;0.222
'RespondedExistence(01_HOOFD_490_5, 01_HOOFD_510_0)';'RespondedExistence';'01_HOOFD_490_5';'01_HOOFD_510_0';0.777;0.356;0.127
'NotChainSuccession(01_HOOFD_490_5, 01_HOOFD_510_0)';'NotChainSuccession';'01_HOOFD_490_5';'01_HOOFD_510_0';0.994;0.356;0.163
'RespondedExistence(01_HOOFD_490_5, 01_HOOFD_510_1)';'RespondedExistence';'01_HOOFD_490_5';'01_HOOFD_510_1';0.971;0.445;0.354
'NotChainSuccession(01_HOOFD_490_5, 01_HOOFD_510_1)';'NotChainSuccession';'01_HOOFD_490_5';'01_HOOFD_510_1';0.981;0.449;0.358
'RespondedExistence(01_HOOFD_490_5, 01_HOOFD_510_2)';'RespondedExistence';'01_HOOFD_490_5';'01_HOOFD_510_2';1.000;0.458;0.371
'NotChainSuccession(01_HOOFD_490_5, 01_HOOFD_510_2)';'NotChainSuccession';'01_HOOFD_490_5';'01_HOOFD_510_2';0.730;0.334;0.271
'RespondedExistence(01_HOOFD_490_5, 01_HOOFD_510_2a)';'RespondedExistence';'01_HOOFD_490_5';'01_HOOFD_510_2a';0.777;0.356;0.127
'NotChainSuccession(01_HOOFD_490_5, 01_HOOFD_510_2a)';'NotChainSuccession';'01_HOOFD_490_5';'01_HOOFD_510_2a';0.915;0.328;0.150
'RespondedExistence(01_HOOFD_490_5, 01_HOOFD_510_3)';'RespondedExistence';'01_HOOFD_490_5';'01_HOOFD_510_3';1.000;0.458;0.212
'NotChainSuccession(01_HOOFD_490_5, 01_HOOFD_510_3)';'NotChainSuccession';'01_HOOFD_490_5';'01_HOOFD_510_3';0.987;0.452;0.210
'RespondedExistence(01_HOOFD_490_5, 01_HOOFD_510_4)';'RespondedExistence';'01_HOOFD_490_5';'01_HOOFD_510_4';0.971;0.445;0.200
'NotChainSuccession(01_HOOFD_490_5, 01_HOOFD_510_4)';'NotChainSuccession';'01_HOOFD_490_5';'01_HOOFD_510_4';0.952;0.428;0.196
'RespondedExistence(01_HOOFD_490_5, 01_HOOFD_515)';'RespondedExistence';'01_HOOFD_490_5';'01_HOOFD_515';1.000;0.458;0.212
'NotChainSuccession(01_HOOFD_490_5, 01_HOOFD_515)';'NotChainSuccession';'01_HOOFD_490_5';'01_HOOFD_515';0.990;0.453;0.210
'NotCoExistence(01_HOOFD_490_5, 01_HOOFD_520)';'NotCoExistence';'01_HOOFD_490_5';'01_HOOFD_520';1.000;0.346;0.159
'NotCoExistence(01_HOOFD_490_5, 01_HOOFD_530)';'NotCoExistence';'01_HOOFD_490_5';'01_HOOFD_530';1.000;0.339;0.155
'RespondedExistence(01_HOOFD_490_5, 01_HOOFD_810)';'RespondedExistence';'01_HOOFD_490_5';'01_HOOFD_810';0.887;0.406;0.267
'NotChainSuccession(01_HOOFD_490_5, 01_HOOFD_810)';'NotChainSuccession';'01_HOOFD_490_5';'01_HOOFD_810';0.994;0.455;0.299
'NotChainSuccession(01_HOOFD_490_5, 01_HOOFD_811)';'NotChainSuccession';'01_HOOFD_490_5';'01_HOOFD_811';1.000;0.331;0.151
'RespondedExistence(01_HOOFD_490_5, 01_HOOFD_814)';'RespondedExistence';'01_HOOFD_490_5';'01_HOOFD_814';0.871;0.399;0.169
'NotChainSuccession(01_HOOFD_490_5, 01_HOOFD_814)';'NotChainSuccession';'01_HOOFD_490_5';'01_HOOFD_814';1.000;0.423;0.194
'RespondedExistence(01_HOOFD_490_5, 01_HOOFD_815)';'RespondedExistence';'01_HOOFD_490_5';'01_HOOFD_815';0.871;0.399;0.169
'NotChainSuccession(01_HOOFD_490_5, 01_HOOFD_815)';'NotChainSuccession';'01_HOOFD_490_5';'01_HOOFD_815';1.000;0.423;0.194
'RespondedExistence(01_HOOFD_490_5, 01_HOOFD_820)';'RespondedExistence';'01_HOOFD_490_5';'01_HOOFD_820';0.869;0.398;0.241
'NotChainSuccession(01_HOOFD_490_5, 01_HOOFD_820)';'NotChainSuccession';'01_HOOFD_490_5';'01_HOOFD_820';1.000;0.458;0.278
'RespondedExistence(01_HOOFD_490_5, 02_DRZ_010)';'RespondedExistence';'01_HOOFD_490_5';'02_DRZ_010';1.000;0.458;0.319
'NotChainSuccession(01_HOOFD_490_5, 02_DRZ_010)';'NotChainSuccession';'01_HOOFD_490_5';'02_DRZ_010';1.000;0.458;0.319
'RespondedExistence(01_HOOFD_490_5, 03_GBH_005)';'RespondedExistence';'01_HOOFD_490_5';'03_GBH_005';0.696;0.319;0.163
'NotChainSuccession(01_HOOFD_490_5, 03_GBH_005)';'NotChainSuccession';'01_HOOFD_490_5';'03_GBH_005';1.000;0.458;0.234
'RespondedExistence(01_HOOFD_490_5, 04_BPT_005)';'RespondedExistence';'01_HOOFD_490_5';'04_BPT_005';1.000;0.458;0.331
'NotChainSuccession(01_HOOFD_490_5, 04_BPT_005)';'NotChainSuccession';'01_HOOFD_490_5';'04_BPT_005';1.000;0.458;0.331
'RespondedExistence(01_HOOFD_490_5, 05_EIND_010)';'RespondedExistence';'01_HOOFD_490_5';'05_EIND_010';0.570;0.261;0.166
'NotChainSuccession(01_HOOFD_490_5, 05_EIND_010)';'NotChainSuccession';'01_HOOFD_490_5';'05_EIND_010';1.000;0.458;0.292
'NotChainSuccession(01_HOOFD_490_5, 06_VD_010)';'NotChainSuccession';'01_HOOFD_490_5';'06_VD_010';0.997;0.334;0.153
'RespondedExistence(01_HOOFD_490_5, 08_AWB45_005)';'RespondedExistence';'01_HOOFD_490_5';'08_AWB45_005';1.000;0.458;0.254
'NotChainSuccession(01_HOOFD_490_5, 08_AWB45_005)';'NotChainSuccession';'01_HOOFD_490_5';'08_AWB45_005';1.000;0.458;0.254
'RespondedExistence(01_HOOFD_490_5, 09_AH_I_010)';'RespondedExistence';'01_HOOFD_490_5';'09_AH_I_010';1.000;0.458;0.384
'NotChainSuccession(01_HOOFD_490_5, 09_AH_I_010)';'NotChainSuccession';'01_HOOFD_490_5';'09_AH_I_010';1.000;0.458;0.384
'RespondedExistence(01_HOOFD_490_5, 11_AH_II_010)';'RespondedExistence';'01_HOOFD_490_5';'11_AH_II_010';0.982;0.450;0.273
'NotChainSuccession(01_HOOFD_490_5, 11_AH_II_010)';'NotChainSuccession';'01_HOOFD_490_5';'11_AH_II_010';1.000;0.458;0.278
'NotChainSuccession(01_HOOFD_490_5, 13_CRD_010)';'NotChainSuccession';'01_HOOFD_490_5';'13_CRD_010';1.000;0.351;0.161
'NotChainSuccession(01_HOOFD_490_5, 16_LGSV_010)';'NotChainSuccession';'01_HOOFD_490_5';'16_LGSV_010';1.000;0.292;0.134
'AtMostOne(01_HOOFD_490_5a)';'AtMostOne';'01_HOOFD_490_5a';;1.000;0.356;0.127
'RespondedExistence(01_HOOFD_490_5a, 01_BB_540)';'RespondedExistence';'01_HOOFD_490_5a';'01_BB_540';0.780;0.278;0.173
'NotChainSuccession(01_HOOFD_490_5a, 01_BB_540)';'NotChainSuccession';'01_HOOFD_490_5a';'01_BB_540';0.971;0.345;0.215
'RespondedExistence(01_HOOFD_490_5a, 01_BB_770)';'RespondedExistence';'01_HOOFD_490_5a';'01_BB_770';0.875;0.311;0.230
'NotChainSuccession(01_HOOFD_490_5a, 01_BB_770)';'NotChainSuccession';'01_HOOFD_490_5a';'01_BB_770';1.000;0.356;0.263
'RespondedExistence(01_HOOFD_490_5a, 01_BB_775)';'RespondedExistence';'01_HOOFD_490_5a';'01_BB_775';0.875;0.311;0.128
'NotChainSuccession(01_HOOFD_490_5a, 01_BB_775)';'NotChainSuccession';'01_HOOFD_490_5a';'01_BB_775';1.000;0.356;0.147
'RespondedExistence(01_HOOFD_490_5a, 01_HOOFD_010)';'RespondedExistence';'01_HOOFD_490_5a';'01_HOOFD_010';1.000;0.356;0.355
'NotChainSuccession(01_HOOFD_490_5a, 01_HOOFD_010)';'NotChainSuccession';'01_HOOFD_490_5a';'01_HOOFD_010';1.000;0.356;0.355
'RespondedExistence(01_HOOFD_490_5a, 01_HOOFD_011)';'RespondedExistence';'01_HOOFD_490_5a';'01_HOOFD_011';1.000;0.356;0.252
'NotChainSuccession(01_HOOFD_490_5a, 01_HOOFD_011)';'NotChainSuccession';'01_HOOFD_490_5a';'01_HOOFD_011';0.995;0.354;0.251
'RespondedExistence(01_HOOFD_490_5a, 01_HOOFD_015)';'RespondedExistence';'01_HOOFD_490_5a';'01_HOOFD_015';1.000;0.356;0.354
'NotChainSuccession(01_HOOFD_490_5a, 01_HOOFD_015)';'NotChainSuccession';'01_HOOFD_490_5a';'01_HOOFD_015';1.000;0.356;0.354
'RespondedExistence(01_HOOFD_490_5a, 01_HOOFD_020)';'RespondedExistence';'01_HOOFD_490_5a';'01_HOOFD_020';1.000;0.356;0.354
'NotChainSuccession(01_HOOFD_490_5a, 01_HOOFD_020)';'NotChainSuccession';'01_HOOFD_490_5a';'01_HOOFD_020';1.000;0.356;0.354
'RespondedExistence(01_HOOFD_490_5a, 01_HOOFD_030_1)';'RespondedExistence';'01_HOOFD_490_5a';'01_HOOFD_030_1';1.000;0.356;0.337
'NotChainSuccession(01_HOOFD_490_5a, 01_HOOFD_030_1)';'NotChainSuccession';'01_HOOFD_490_5a';'01_HOOFD_030_1';0.996;0.354;0.335
'RespondedExistence(01_HOOFD_490_5a, 01_HOOFD_030_2)';'RespondedExistence';'01_HOOFD_490_5a';'01_HOOFD_030_2';0.997;0.355;0.333
'NotChainSuccession(01_HOOFD_490_5a, 01_HOOFD_030_2)';'NotChainSuccession';'01_HOOFD_490_5a';'01_HOOFD_030_2';1.000;0.356;0.334
'NotSuccession(01_HOOFD_490_5a, 01_HOOFD_050)';'NotSuccession';'01_HOOFD_490_5a';'01_HOOFD_050';1.000;0.356;0.151
'NotChainSuccession(01_HOOFD_490_5a, 01_HOOFD_061)';'NotChainSuccession';'01_HOOFD_490_5a';'01_HOOFD_061';1.000;0.356;0.144
'RespondedExistence(01_HOOFD_490_5a, 01_HOOFD_065_0)';'RespondedExistence';'01_HOOFD_490_5a';'01_HOOFD_065_0';1.000;0.356;0.157
'NotChainSuccession(01_HOOFD_490_5a, 01_HOOFD_065_0)';'NotChainSuccession';'01_HOOFD_490_5a';'01_HOOFD_065_0';1.000;0.356;0.157
'NotChainSuccession(01_HOOFD_490_5a, 01_HOOFD_065_1)';'NotChainSuccession';'01_HOOFD_490_5a';'01_HOOFD_065_1';1.000;0.356;0.197
'NotSuccession(01_HOOFD_490_5a, 01_HOOFD_065_2)';'NotSuccession';'01_HOOFD_490_5a';'01_HOOFD_065_2';1.000;0.356;0.197
'NotCoExistence(01_HOOFD_490_5a, 01_HOOFD_110)';'NotCoExistence';'01_HOOFD_490_5a';'01_HOOFD_110';1.000;0.356;0.137
'RespondedExistence(01_HOOFD_490_5a, 01_HOOFD_110_0)';'RespondedExistence';'01_HOOFD_490_5a';'01_HOOFD_110_0';1.000;0.356;0.148
'NotChainSuccession(01_HOOFD_490_5a, 01_HOOFD_110_0)';'NotChainSuccession';'01_HOOFD_490_5a';'01_HOOFD_110_0';0.984;0.350;0.146
'NotCoExistence(01_HOOFD_490_5a, 01_HOOFD_120)';'NotCoExistence';'01_HOOFD_490_5a';'01_HOOFD_120';1.000;0.356;0.132
'RespondedExistence(01_HOOFD_490_5a, 01_HOOFD_180)';'RespondedExistence';'01_HOOFD_490_5a';'01_HOOFD_180';1.000;0.356;0.326
'NotChainSuccession(01_HOOFD_490_5a, 01_HOOFD_180)';'NotChainSuccession';'01_HOOFD_490_5a';'01_HOOFD_180';1.000;0.356;0.326
'RespondedExistence(01_HOOFD_490_5a, 01_HOOFD_195)';'RespondedExistence';'01_HOOFD_490_5a';'01_HOOFD_195';1.000;0.356;0.259
'NotChainSuccession(01_HOOFD_490_5a, 01_HOOFD_195)';'NotChainSuccession';'01_HOOFD_490_5a';'01_HOOFD_195';0.993;0.353;0.257
'RespondedExistence(01_HOOFD_490_5a, 01_HOOFD_200)';'RespondedExistence';'01_HOOFD_490_5a';'01_HOOFD_200';0.993;0.353;0.301
'NotChainSuccession(01_HOOFD_490_5a, 01_HOOFD_200)';'NotChainSuccession';'01_HOOFD_490_5a';'01_HOOFD_200';1.000;0.356;0.303
'RespondedExistence(01_HOOFD_490_5a, 01_HOOFD_250_1)';'RespondedExistence';'01_HOOFD_490_5a';'01_HOOFD_250_1';0.946;0.337;0.165
'NotChainSuccession(01_HOOFD_490_5a, 01_HOOFD_250_1)';'NotChainSuccession';'01_HOOFD_490_5a';'01_HOOFD_250_1';0.994;0.354;0.174
'RespondedExistence(01_HOOFD_490_5a, 01_HOOFD_250_2)';'RespondedExistence';'01_HOOFD_490_5a';'01_HOOFD_250_2';0.946;0.337;0.165
'NotChainSuccession(01_HOOFD_490_5a, 01_HOOFD_250_2)';'NotChainSuccession';'01_HOOFD_490_5a';'01_HOOFD_250_2';0.989;0.352;0.173
'RespondedExistence(01_HOOFD_490_5a, 01_HOOFD_330)';'RespondedExistence';'01_HOOFD_490_5a';'01_HOOFD_330';1.000;0.356;0.269
'NotChainSuccession(01_HOOFD_490_5a, 01_HOOFD_330)';'NotChainSuccession';'01_HOOFD_490_5a';'01_HOOFD_330';0.998;0.355;0.268
'RespondedExistence(01_HOOFD_490_5a, 01_HOOFD_370)';'RespondedExistence';'01_HOOFD_490_5a';'01_HOOFD_370';0.652;0.232;0.164
'NotChainSuccession(01_HOOFD_490_5a, 01_HOOFD_370)';'NotChainSuccession';'01_HOOFD_490_5a';'01_HOOFD_370';0.996;0.354;0.250
'RespondedExistence(01_HOOFD_490_5a, 01_HOOFD_375)';'RespondedExistence';'01_HOOFD_490_5a';'01_HOOFD_375';1.000;0.356;0.298
'NotChainSuccession(01_HOOFD_490_5a, 01_HOOFD_375)';'NotChainSuccession';'01_HOOFD_490_5a';'01_HOOFD_375';0.990;0.352;0.296
'RespondedExistence(01_HOOFD_490_5a, 01_HOOFD_380)';'RespondedExistence';'01_HOOFD_490_5a';'01_HOOFD_380';1.000;0.356;0.298
'NotChainSuccession(01_HOOFD_490_5a, 01_HOOFD_380)';'NotChainSuccession';'01_HOOFD_490_5a';'01_HOOFD_380';1.000;0.356;0.298
'RespondedExistence(01_HOOFD_490_5a, 01_HOOFD_430)';'RespondedExistence';'01_HOOFD_490_5a';'01_HOOFD_430';0.882;0.314;0.218
'NotChainSuccession(01_HOOFD_490_5a, 01_HOOFD_430)';'NotChainSuccession';'01_HOOFD_490_5a';'01_HOOFD_430';1.000;0.356;0.247
'RespondedExistence(01_HOOFD_490_5a, 01_HOOFD_480)';'RespondedExistence';'01_HOOFD_490_5a';'01_HOOFD_480';0.882;0.314;0.218
'NotChainSuccession(01_HOOFD_490_5a, 01_HOOFD_480)';'NotChainSuccession';'01_HOOFD_490_5a';'01_HOOFD_480';1.000;0.356;0.247
'RespondedExistence(01_HOOFD_490_5a, 01_HOOFD_490_1)';'RespondedExistence';'01_HOOFD_490_5a';'01_HOOFD_490_1';1.000;0.356;0.293
'NotChainSuccession(01_HOOFD_490_5a, 01_HOOFD_490_1)';'NotChainSuccession';'01_HOOFD_490_5a';'01_HOOFD_490_1';0.990;0.352;0.290
'RespondedExistence(01_HOOFD_490_5a, 01_HOOFD_490_1a)';'RespondedExistence';'01_HOOFD_490_5a';'01_HOOFD_490_1a';1.000;0.356;0.130
'NotChainSuccession(01_HOOFD_490_5a, 01_HOOFD_490_1a)';'NotChainSuccession';'01_HOOFD_490_5a';'01_HOOFD_490_1a';0.990;0.352;0.129
'RespondedExistence(01_HOOFD_490_5a, 01_HOOFD_490_2)';'RespondedExistence';'01_HOOFD_490_5a';'01_HOOFD_490_2';1.000;0.356;0.278
'NotChainSuccession(01_HOOFD_490_5a, 01_HOOFD_490_2)';'NotChainSuccession';'01_HOOFD_490_5a';'01_HOOFD_490_2';0.994;0.354;0.276
'RespondedExistence(01_HOOFD_490_5a, 01_HOOFD_490_4)';'RespondedExistence';'01_HOOFD_490_5a';'01_HOOFD_490_4';1.000;0.356;0.183
'NotChainSuccession(01_HOOFD_490_5a, 01_HOOFD_490_4)';'NotChainSuccession';'01_HOOFD_490_5a';'01_HOOFD_490_4';0.968;0.344;0.177
'RespondedExistence(01_HOOFD_490_5a, 01_HOOFD_490_5)';'RespondedExistence';'01_HOOFD_490_5a';'01_HOOFD_490_5';1.000;0.356;0.163
'NotChainSuccession(01_HOOFD_490_5a, 01_HOOFD_490_5)';'NotChainSuccession';'01_HOOFD_490_5a';'01_HOOFD_490_5';0.905;0.322;0.148
'RespondedExistence(01_HOOFD_490_5a, 01_HOOFD_491)';'RespondedExistence';'01_HOOFD_490_5a';'01_HOOFD_491';1.000;0.356;0.199
'NotChainSuccession(01_HOOFD_490_5a, 01_HOOFD_491)';'NotChainSuccession';'01_HOOFD_490_5a';'01_HOOFD_491';0.997;0.355;0.199
'RespondedExistence(01_HOOFD_490_5a, 01_HOOFD_494a)';'RespondedExistence';'01_HOOFD_490_5a';'01_HOOFD_494a';1.000;0.356;0.129
'RespondedExistence(01_HOOFD_490_5a, 01_HOOFD_495)';'RespondedExistence';'01_HOOFD_490_5a';'01_HOOFD_495';1.000;0.356;0.233
'NotChainSuccession(01_HOOFD_490_5a, 01_HOOFD_495)';'NotChainSuccession';'01_HOOFD_490_5a';'01_HOOFD_495';0.975;0.347;0.227
'RespondedExistence(01_HOOFD_490_5a, 01_HOOFD_500)';'RespondedExistence';'01_HOOFD_490_5a';'01_HOOFD_500';1.000;0.356;0.183
'NotChainSuccession(01_HOOFD_490_5a, 01_HOOFD_500)';'NotChainSuccession';'01_HOOFD_490_5a';'01_HOOFD_500';0.992;0.353;0.181
'RespondedExistence(01_HOOFD_490_5a, 01_HOOFD_510_0)';'RespondedExistence';'01_HOOFD_490_5a';'01_HOOFD_510_0';1.000;0.356;0.127
'NotChainSuccession(01_HOOFD_490_5a, 01_HOOFD_510_0)';'NotChainSuccession';'01_HOOFD_490_5a';'01_HOOFD_510_0';1.000;0.356;0.127
'RespondedExistence(01_HOOFD_490_5a, 01_HOOFD_510_1)';'RespondedExistence';'01_HOOFD_490_5a';'01_HOOFD_510_1';0.963;0.343;0.273
'NotChainSuccession(01_HOOFD_490_5a, 01_HOOFD_510_1)';'NotChainSuccession';'01_HOOFD_490_5a';'01_HOOFD_510_1';0.962;0.342;0.272
'RespondedExistence(01_HOOFD_490_5a, 01_HOOFD_510_2)';'RespondedExistence';'01_HOOFD_490_5a';'01_HOOFD_510_2';1.000;0.356;0.288
'NotChainSuccession(01_HOOFD_490_5a, 01_HOOFD_510_2)';'NotChainSuccession';'01_HOOFD_490_5a';'01_HOOFD_510_2';0.950;0.338;0.274
'RespondedExistence(01_HOOFD_490_5a, 01_HOOFD_510_2a)';'RespondedExistence';'01_HOOFD_490_5a';'01_HOOFD_510_2a';1.000;0.356;0.127
'RespondedExistence(01_HOOFD_490_5a, 01_HOOFD_510_3)';'RespondedExistence';'01_HOOFD_490_5a';'01_HOOFD_510_3';1.000;0.356;0.165
'NotChainSuccession(01_HOOFD_490_5a, 01_HOOFD_510_3)';'NotChainSuccession';'01_HOOFD_490_5a';'01_HOOFD_510_3';0.933;0.332;0.154
'RespondedExistence(01_HOOFD_490_5a, 01_HOOFD_510_4)';'RespondedExistence';'01_HOOFD_490_5a';'01_HOOFD_510_4';0.963;0.343;0.154
'NotChainSuccession(01_HOOFD_490_5a, 01_HOOFD_510_4)';'NotChainSuccession';'01_HOOFD_490_5a';'01_HOOFD_510_4';0.934;0.332;0.149
'RespondedExistence(01_HOOFD_490_5a, 01_HOOFD_515)';'RespondedExistence';'01_HOOFD_490_5a';'01_HOOFD_515';1.000;0.356;0.165
'NotChainSuccession(01_HOOFD_490_5a, 01_HOOFD_515)';'NotChainSuccession';'01_HOOFD_490_5a';'01_HOOFD_515';0.959;0.341;0.158
'RespondedExistence(01_HOOFD_490_5a, 01_HOOFD_810)';'RespondedExistence';'01_HOOFD_490_5a';'01_HOOFD_810';0.872;0.310;0.204
'NotChainSuccession(01_HOOFD_490_5a, 01_HOOFD_810)';'NotChainSuccession';'01_HOOFD_490_5a';'01_HOOFD_810';0.988;0.352;0.231
