Constraint,p_value,Measure_VAR1,Measure_VAR2,ABS-Difference,Natural_Language_Description
RespondedExistence(01_HOOFD_250_2:01_HOOFD_370),0.001,0.93877554,0.7775061,0.16126943,In variant 1 it is 16.126942% more likely than variant2 that if [01_HOOFD_250_2] occurs: also [01_HOOFD_370] occurs. 
RespondedExistence(16_LGSV_010:11_AH_II_010),0.003,1,0.83950615,0.16049385,In variant 1 it is 16.049385% more likely than variant2 that if [16_LGSV_010] occurs: also [11_AH_II_010] occurs. 
AlternateResponse(04_BPT_020:01_HOOFD_195),0.003,0.5660377,0.72596157,0.15992385,In variant 2 it is 15.992385% more likely than variant1 that if [04_BPT_020] occurs: [01_HOOFD_195] will occur afterwards without any other occurrence of [04_BPT_020] in between. 
NotSuccession(01_HOOFD_491:01_HOOFD_490_4),0.001,0.54718876,0.38735178,0.15983698,In variant 1 it is 15.983698% more likely than variant2 that [01_HOOFD_491] is not followed by [01_HOOFD_490_4] and [01_HOOFD_490_4] is not preceded by [01_HOOFD_491]. 
RespondedExistence(01_HOOFD_250_1:01_HOOFD_370),0.001,0.93650794,0.7775061,0.15900183,In variant 1 it is 15.900183% more likely than variant2 that if [01_HOOFD_250_1] occurs: also [01_HOOFD_370] occurs. 
RespondedExistence(10_UOV_050_1:01_HOOFD_100_0),0.001,0.15789473,0,0.15789473,In variant 1 it is 15.789473% more likely than variant2 that if [10_UOV_050_1] occurs: also [01_HOOFD_100_0] occurs. 
AlternatePrecedence(01_HOOFD_430:01_HOOFD_820),0.001,0.60655737,0.76435643,0.15779907,In variant 2 it is 15.779906% more likely than variant1 that if [01_HOOFD_820] occurs: [01_HOOFD_430] occurred before it without any other occurrence of [01_HOOFD_820] in between. 
RespondedExistence(01_BB_775:01_HOOFD_250_2),0.001,0.81904763,0.9766764,0.15762877,In variant 2 it is 15.762877% more likely than variant1 that if [01_BB_775] occurs: also [01_HOOFD_250_2] occurs. 
RespondedExistence(01_BB_775:01_HOOFD_250_1),0.001,0.81904763,0.9766764,0.15762877,In variant 2 it is 15.762877% more likely than variant1 that if [01_BB_775] occurs: also [01_HOOFD_250_1] occurs. 
RespondedExistence(01_HOOFD_500:01_HOOFD_250_1),0.001,0.7089286,0.8665105,0.15758193,In variant 2 it is 15.758192% more likely than variant1 that if [01_HOOFD_500] occurs: also [01_HOOFD_250_1] occurs. 
RespondedExistence(01_HOOFD_510_4:01_HOOFD_250_1),0.001,0.8004158,0.95721924,0.15680343,In variant 2 it is 15.680343% more likely than variant1 that if [01_HOOFD_510_4] occurs: also [01_HOOFD_250_1] occurs. 
RespondedExistence(01_HOOFD_510_4:01_HOOFD_250_2),0.001,0.8004158,0.95721924,0.15680343,In variant 2 it is 15.680343% more likely than variant1 that if [01_HOOFD_510_4] occurs: also [01_HOOFD_250_2] occurs. 
AlternatePrecedence(01_HOOFD_180:01_HOOFD_820),0.001,0.8196721,0.9762376,0.15656549,In variant 2 it is 15.6565485% more likely than variant1 that if [01_HOOFD_820] occurs: [01_HOOFD_180] occurred before it without any other occurrence of [01_HOOFD_820] in between. 
RespondedExistence(16_LGSV_010:01_HOOFD_490_4),0.003,1,0.8436214,0.15637863,In variant 1 it is 15.637863% more likely than variant2 that if [16_LGSV_010] occurs: also [01_HOOFD_490_4] occurs. 
RespondedExistence(16_LGSV_010:01_HOOFD_490_2),0.003,1,0.8436214,0.15637863,In variant 1 it is 15.637863% more likely than variant2 that if [16_LGSV_010] occurs: also [01_HOOFD_490_2] occurs. 
RespondedExistence(01_HOOFD_500:01_HOOFD_250_2),0.001,0.7107143,0.8665105,0.15579623,In variant 2 it is 15.579623% more likely than variant1 that if [01_HOOFD_500] occurs: also [01_HOOFD_250_2] occurs. 
RespondedExistence(01_HOOFD_061:01_HOOFD_490_5),0.001,0.7080537,0.8630952,0.15504152,In variant 2 it is 15.504151% more likely than variant1 that if [01_HOOFD_061] occurs: also [01_HOOFD_490_5] occurs. 
AlternatePrecedence(01_HOOFD_065_2:01_BB_540),0.001,0.42962962,0.58381504,0.15418541,In variant 2 it is 15.418541% more likely than variant1 that if [01_BB_540] occurs: [01_HOOFD_065_2] occurred before it without any other occurrence of [01_BB_540] in between. 
RespondedExistence(04_BPT_020:01_HOOFD_330),0.005,0.509434,0.66346157,0.15402758,In variant 2 it is 15.402758% more likely than variant1 that if [04_BPT_020] occurs: also [01_HOOFD_330] occurs. 
RespondedExistence(01_HOOFD_250_0:01_HOOFD_030_1),0.001,0.84615386,1,0.15384614,In variant 2 it is 15.384615% more likely than variant1 that if [01_HOOFD_250_0] occurs: also [01_HOOFD_030_1] occurs. 
RespondedExistence(16_LGSV_010:01_HOOFD_490_1),0.003,1,0.8477366,0.1522634,In variant 1 it is 15.22634% more likely than variant2 that if [16_LGSV_010] occurs: also [01_HOOFD_490_1] occurs. 
RespondedExistence(01_HOOFD_455:01_HOOFD_490_3a),0.001,0.16129032,0.009803922,0.1514864,In variant 1 it is 15.14864% more likely than variant2 that if [01_HOOFD_455] occurs: also [01_HOOFD_490_3a] occurs. 
RespondedExistence(01_HOOFD_490_4:01_HOOFD_250_1),0.001,0.7858439,0.9369159,0.15107197,In variant 2 it is 15.107197% more likely than variant1 that if [01_HOOFD_490_4] occurs: also [01_HOOFD_250_1] occurs. 
RespondedExistence(01_HOOFD_490_4:01_HOOFD_250_2),0.001,0.7876588,0.9369159,0.14925706,In variant 2 it is 14.925707% more likely than variant1 that if [01_HOOFD_490_4] occurs: also [01_HOOFD_250_2] occurs. 
AlternateResponse(01_HOOFD_450:01_HOOFD_490_3a),0.001,0.15873016,0.009803922,0.14892624,In variant 1 it is 14.892624% more likely than variant2 that if [01_HOOFD_450] occurs: [01_HOOFD_490_3a] will occur afterwards without any other occurrence of [01_HOOFD_450] in between. 
RespondedExistence(01_HOOFD_030_2:01_HOOFD_250_2),0.001,0.36847103,0.5172855,0.1488145,In variant 2 it is 14.88145% more likely than variant1 that if [01_HOOFD_030_2] occurs: also [01_HOOFD_250_2] occurs. 
RespondedExistence(01_HOOFD_030_2:01_HOOFD_250_1),0.001,0.36847103,0.5172855,0.1488145,In variant 2 it is 14.88145% more likely than variant1 that if [01_HOOFD_030_2] occurs: also [01_HOOFD_250_1] occurs. 
RespondedExistence(01_HOOFD_490_5a:01_HOOFD_491a),0.001,0.15211268,0.003378379,0.1487343,In variant 1 it is 14.87343% more likely than variant2 that if [01_HOOFD_490_5a] occurs: also [01_HOOFD_491a] occurs. 
RespondedExistence(01_HOOFD_130:01_BB_775),0.001,0,0.14814815,0.14814815,In variant 2 it is 14.814815% more likely than variant1 that if [01_HOOFD_130] occurs: also [01_BB_775] occurs. 
RespondedExistence(16_LGSV_010:01_HOOFD_200),0.003,1,0.8518519,0.14814812,In variant 1 it is 14.814812% more likely than variant2 that if [16_LGSV_010] occurs: also [01_HOOFD_200] occurs. 
RespondedExistence(05_EIND_010:01_HOOFD_330),0.001,0.59342915,0.74150944,0.14808029,In variant 2 it is 14.808029% more likely than variant1 that if [05_EIND_010] occurs: also [01_HOOFD_330] occurs. 
RespondedExistence(01_HOOFD_470:10_UOV_050_1),0.001,0.04048583,0.1875,0.14701417,In variant 2 it is 14.701417% more likely than variant1 that if [01_HOOFD_470] occurs: also [10_UOV_050_1] occurs. 
RespondedExistence(01_HOOFD_061:01_HOOFD_030_2),0.001,0.84731543,0.99404764,0.14673221,In variant 2 it is 14.673222% more likely than variant1 that if [01_HOOFD_061] occurs: also [01_HOOFD_030_2] occurs. 
RespondedExistence(01_BB_775:01_HOOFD_065_1),0.001,0.17142858,0.31778425,0.14635567,In variant 2 it is 14.635568% more likely than variant1 that if [01_BB_775] occurs: also [01_HOOFD_065_1] occurs. 
AlternateResponse(02_DRZ_010:01_HOOFD_250_2),0.001,0.5521628,0.69827586,0.14611304,In variant 2 it is 14.611303% more likely than variant1 that if [02_DRZ_010] occurs: [01_HOOFD_250_2] will occur afterwards without any other occurrence of [02_DRZ_010] in between. 
RespondedExistence(01_HOOFD_490_5:01_HOOFD_030_2),0.001,0.84897023,0.9947507,0.14578044,In variant 2 it is 14.578045% more likely than variant1 that if [01_HOOFD_490_5] occurs: also [01_HOOFD_030_2] occurs. 
NotSuccession(01_HOOFD_101b:01_BB_775),0.001,0.97196263,0.82633054,0.14563209,In variant 1 it is 14.563209% more likely than variant2 that [01_HOOFD_101b] is not followed by [01_BB_775] and [01_BB_775] is not preceded by [01_HOOFD_101b]. 
RespondedExistence(01_HOOFD_814:01_HOOFD_820),0.001,0.8518519,0.99715906,0.14530718,In variant 2 it is 14.530718% more likely than variant1 that if [01_HOOFD_814] occurs: also [01_HOOFD_820] occurs. 
AlternateResponse(02_DRZ_010:01_HOOFD_250_1),0.001,0.5534351,0.69827586,0.14484078,In variant 2 it is 14.484077% more likely than variant1 that if [02_DRZ_010] occurs: [01_HOOFD_250_1] will occur afterwards without any other occurrence of [02_DRZ_010] in between. 
Response(08_AWB45_005:01_HOOFD_250_2),0.001,0.72561985,0.86984813,0.14422828,In variant 2 it is 14.422828% more likely than variant1 that if [08_AWB45_005] occurs: [01_HOOFD_250_2] will occur afterwards. 
Response(08_AWB45_005:01_HOOFD_250_1),0.001,0.72561985,0.86984813,0.14422828,In variant 2 it is 14.422828% more likely than variant1 that if [08_AWB45_005] occurs: [01_HOOFD_250_1] will occur afterwards. 
RespondedExistence(11_AH_II_010:01_HOOFD_250_1),0.001,0.6458967,0.790099,0.14420235,In variant 2 it is 14.420235% more likely than variant1 that if [11_AH_II_010] occurs: also [01_HOOFD_250_1] occurs. 
RespondedExistence(11_AH_II_010:01_HOOFD_250_2),0.001,0.6458967,0.790099,0.14420235,In variant 2 it is 14.420235% more likely than variant1 that if [11_AH_II_010] occurs: also [01_HOOFD_250_2] occurs. 
RespondedExistence(01_HOOFD_510_4:01_HOOFD_030_2),0.001,0.85446984,0.9973262,0.14285636,In variant 2 it is 14.285636% more likely than variant1 that if [01_HOOFD_510_4] occurs: also [01_HOOFD_030_2] occurs. 
RespondedExistence(01_HOOFD_810:11_AH_II_010),0.001,0.6597222,0.8021978,0.1424756,In variant 2 it is 14.2475605% more likely than variant1 that if [01_HOOFD_810] occurs: also [11_AH_II_010] occurs. 
RespondedExistence(01_HOOFD_495:01_HOOFD_250_1),0.001,0.5805142,0.7229358,0.1424216,In variant 2 it is 14.242161% more likely than variant1 that if [01_HOOFD_495] occurs: also [01_HOOFD_250_1] occurs. 
RespondedExistence(01_HOOFD_495:01_HOOFD_250_2),0.001,0.5805142,0.7229358,0.1424216,In variant 2 it is 14.242161% more likely than variant1 that if [01_HOOFD_495] occurs: also [01_HOOFD_250_2] occurs. 
RespondedExistence(01_HOOFD_510_3:01_HOOFD_030_2),0.001,0.8539554,0.9948186,0.14086324,In variant 2 it is 14.086324% more likely than variant1 that if [01_HOOFD_510_3] occurs: also [01_HOOFD_030_2] occurs. 
RespondedExistence(01_HOOFD_515:01_HOOFD_030_2),0.001,0.8539554,0.9948186,0.14086324,In variant 2 it is 14.086324% more likely than variant1 that if [01_HOOFD_515] occurs: also [01_HOOFD_030_2] occurs. 
NotSuccession(04_BPT_030:01_BB_775),0.001,0.9635417,0.8227571,0.14078456,In variant 1 it is 14.078456% more likely than variant2 that [04_BPT_030] is not followed by [01_BB_775] and [01_BB_775] is not preceded by [04_BPT_030]. 
AlternatePrecedence(01_HOOFD_480:01_HOOFD_490_3),0.001,0.75895315,0.61860466,0.1403485,In variant 1 it is 14.034849% more likely than variant2 that if [01_HOOFD_490_3] occurs: [01_HOOFD_480] occurred before it without any other occurrence of [01_HOOFD_490_3] in between. 
RespondedExistence(01_HOOFD_811:01_HOOFD_061),0.002,0.9,0.76,0.13999999,In variant 1 it is 13.999998% more likely than variant2 that if [01_HOOFD_811] occurs: also [01_HOOFD_061] occurs. 
AlternateResponse(01_HOOFD_011:01_HOOFD_250_2),0.001,0.5465995,0.6864407,0.1398412,In variant 2 it is 13.984119% more likely than variant1 that if [01_HOOFD_011] occurs: [01_HOOFD_250_2] will occur afterwards without any other occurrence of [01_HOOFD_011] in between. 
RespondedExistence(01_HOOFD_110_1:01_HOOFD_491),0.001,0.7134503,0.85294116,0.13949084,In variant 2 it is 13.949084% more likely than variant1 that if [01_HOOFD_110_1] occurs: also [01_HOOFD_491] occurs. 
AlternatePrecedence(01_HOOFD_480:01_HOOFD_820),0.001,0.6229508,0.76237625,0.13942546,In variant 2 it is 13.942546% more likely than variant1 that if [01_HOOFD_820] occurs: [01_HOOFD_480] occurred before it without any other occurrence of [01_HOOFD_820] in between. 
RespondedExistence(01_HOOFD_110_1:01_HOOFD_130),0.001,0.011695907,0.15073529,0.13903938,In variant 2 it is 13.903938% more likely than variant1 that if [01_HOOFD_110_1] occurs: also [01_HOOFD_130] occurs. 
RespondedExistence(01_HOOFD_491:01_HOOFD_061),0.001,0.76992756,0.6309013,0.13902628,In variant 1 it is 13.902628% more likely than variant2 that if [01_HOOFD_491] occurs: also [01_HOOFD_061] occurs. 
RespondedExistence(01_HOOFD_011:01_HOOFD_250_1),0.001,0.54785895,0.6864407,0.13858175,In variant 2 it is 13.858175% more likely than variant1 that if [01_HOOFD_011] occurs: also [01_HOOFD_250_1] occurs. 
AlternateResponse(01_HOOFD_011:01_HOOFD_250_1),0.001,0.54785895,0.6864407,0.13858175,In variant 2 it is 13.858175% more likely than variant1 that if [01_HOOFD_011] occurs: [01_HOOFD_250_1] will occur afterwards without any other occurrence of [01_HOOFD_011] in between. 
RespondedExistence(01_HOOFD_110:10_UOV_050_1),0.001,0.08351178,0.221875,0.13836321,In variant 2 it is 13.836321% more likely than variant1 that if [01_HOOFD_110] occurs: also [10_UOV_050_1] occurs. 
Precedence(01_HOOFD_250_1:01_HOOFD_491),0.001,0.42391303,0.5622318,0.13831875,In variant 2 it is 13.831875% more likely than variant1 that if [01_HOOFD_491] occurs: [01_HOOFD_250_1] occurred before it. 
RespondedExistence(01_HOOFD_040:01_HOOFD_130),0.003,0.53435117,0.67234045,0.13798928,In variant 2 it is 13.798928% more likely than variant1 that if [01_HOOFD_040] occurs: also [01_HOOFD_130] occurs. 
RespondedExistence(01_HOOFD_065_1:01_HOOFD_130),0.001,0.34615386,0.48373103,0.13757718,In variant 2 it is 13.757717% more likely than variant1 that if [01_HOOFD_065_1] occurs: also [01_HOOFD_130] occurs. 
AlternatePrecedence(01_HOOFD_380:01_HOOFD_101b),0.001,0.8,0.9375,0.13749999,In variant 2 it is 13.749999% more likely than variant1 that if [01_HOOFD_101b] occurs: [01_HOOFD_380] occurred before it without any other occurrence of [01_HOOFD_101b] in between. 
AlternatePrecedence(01_HOOFD_330:01_HOOFD_101b),0.001,0.8,0.9375,0.13749999,In variant 2 it is 13.749999% more likely than variant1 that if [01_HOOFD_101b] occurs: [01_HOOFD_330] occurred before it without any other occurrence of [01_HOOFD_101b] in between. 
RespondedExistence(01_HOOFD_101b:01_HOOFD_330),0.001,0.8,0.9375,0.13749999,In variant 2 it is 13.749999% more likely than variant1 that if [01_HOOFD_101b] occurs: also [01_HOOFD_330] occurs. 
RespondedExistence(01_HOOFD_101b:01_HOOFD_195),0.001,0.8,0.9375,0.13749999,In variant 2 it is 13.749999% more likely than variant1 that if [01_HOOFD_101b] occurs: also [01_HOOFD_195] occurs. 
RespondedExistence(01_HOOFD_101b:01_HOOFD_375),0.001,0.8,0.9375,0.13749999,In variant 2 it is 13.749999% more likely than variant1 that if [01_HOOFD_101b] occurs: also [01_HOOFD_375] occurs. 
AlternatePrecedence(09_AH_I_010:01_HOOFD_101b),0.001,0.8,0.9375,0.13749999,In variant 2 it is 13.749999% more likely than variant1 that if [01_HOOFD_101b] occurs: [09_AH_I_010] occurred before it without any other occurrence of [01_HOOFD_101b] in between. 
RespondedExistence(01_HOOFD_815:01_HOOFD_820),0.001,0.8598131,0.99715906,0.13734597,In variant 2 it is 13.734597% more likely than variant1 that if [01_HOOFD_815] occurs: also [01_HOOFD_820] occurs. 
RespondedExistence(01_HOOFD_040:01_HOOFD_510_2),0.002,0.7226463,0.8595745,0.1369282,In variant 2 it is 13.69282% more likely than variant1 that if [01_HOOFD_040] occurs: also [01_HOOFD_510_2] occurs. 
RespondedExistence(10_UOV_050_1:01_HOOFD_210_1),0.001,0.14473684,0.0078125,0.13692434,In variant 1 it is 13.692434% more likely than variant2 that if [10_UOV_050_1] occurs: also [01_HOOFD_210_1] occurs. 
RespondedExistence(01_HOOFD_490_3:01_HOOFD_060),0.001,0.70523417,0.8418605,0.1366263,In variant 2 it is 13.66263% more likely than variant1 that if [01_HOOFD_490_3] occurs: also [01_HOOFD_060] occurs. 
RespondedExistence(01_HOOFD_490_3:01_HOOFD_011),0.001,0.29476583,0.15813954,0.13662629,In variant 1 it is 13.662629% more likely than variant2 that if [01_HOOFD_490_3] occurs: also [01_HOOFD_011] occurs. 
RespondedExistence(01_HOOFD_060:01_HOOFD_465),0.001,0.06824147,0.20425531,0.13601384,In variant 2 it is 13.601383% more likely than variant1 that if [01_HOOFD_060] occurs: also [01_HOOFD_465] occurs. 
RespondedExistence(16_LGSV_010:09_AH_I_010),0.003,1,0.86419755,0.13580245,In variant 1 it is 13.580245% more likely than variant2 that if [16_LGSV_010] occurs: also [09_AH_I_010] occurs. 
RespondedExistence(16_LGSV_010:01_HOOFD_375),0.003,1,0.86419755,0.13580245,In variant 1 it is 13.580245% more likely than variant2 that if [16_LGSV_010] occurs: also [01_HOOFD_375] occurs. 
RespondedExistence(16_LGSV_010:01_HOOFD_370),0.003,1,0.86419755,0.13580245,In variant 1 it is 13.580245% more likely than variant2 that if [16_LGSV_010] occurs: also [01_HOOFD_370] occurs. 
RespondedExistence(16_LGSV_010:01_HOOFD_380),0.003,1,0.86419755,0.13580245,In variant 1 it is 13.580245% more likely than variant2 that if [16_LGSV_010] occurs: also [01_HOOFD_380] occurs. 
RespondedExistence(16_LGSV_010:01_HOOFD_330),0.003,1,0.86419755,0.13580245,In variant 1 it is 13.580245% more likely than variant2 that if [16_LGSV_010] occurs: also [01_HOOFD_330] occurs. 
RespondedExistence(01_HOOFD_811:01_HOOFD_490_4),0.001,0.81,0.94545454,0.13545454,In variant 2 it is 13.545454% more likely than variant1 that if [01_HOOFD_811] occurs: also [01_HOOFD_490_4] occurs. 
RespondedExistence(01_HOOFD_811:01_HOOFD_510_4),0.001,0.77,0.9054545,0.13545454,In variant 2 it is 13.545454% more likely than variant1 that if [01_HOOFD_811] occurs: also [01_HOOFD_510_4] occurs. 
RespondedExistence(01_HOOFD_811:01_HOOFD_510_1),0.001,0.77,0.9054545,0.13545454,In variant 2 it is 13.545454% more likely than variant1 that if [01_HOOFD_811] occurs: also [01_HOOFD_510_1] occurs. 
RespondedExistence(01_HOOFD_270:05_EIND_010),0.001,0.94949496,0.8142857,0.13520926,In variant 1 it is 13.520926% more likely than variant2 that if [01_HOOFD_270] occurs: also [05_EIND_010] occurs. 
RespondedExistence(11_AH_II_010:01_HOOFD_061),0.001,0.718845,0.5841584,0.13468659,In variant 1 it is 13.468658% more likely than variant2 that if [11_AH_II_010] occurs: also [01_HOOFD_061] occurs. 
AlternateResponse(01_HOOFD_061:01_HOOFD_100_0),0.001,0.14932886,0.014880952,0.1344479,In variant 1 it is 13.44479% more likely than variant2 that if [01_HOOFD_061] occurs: [01_HOOFD_100_0] will occur afterwards without any other occurrence of [01_HOOFD_061] in between. 
RespondedExistence(01_HOOFD_030_2:01_HOOFD_491),0.001,0.45963913,0.5928297,0.13319057,In variant 2 it is 13.319057% more likely than variant1 that if [01_HOOFD_030_2] occurs: also [01_HOOFD_491] occurs. 
RespondedExistence(01_HOOFD_030_1:01_HOOFD_250_2),0.001,0.38433844,0.51715374,0.1328153,In variant 2 it is 13.28153% more likely than variant1 that if [01_HOOFD_030_1] occurs: also [01_HOOFD_250_2] occurs. 
RespondedExistence(01_HOOFD_030_1:01_HOOFD_250_1),0.001,0.38433844,0.51715374,0.1328153,In variant 2 it is 13.28153% more likely than variant1 that if [01_HOOFD_030_1] occurs: also [01_HOOFD_250_1] occurs. 
RespondedExistence(01_HOOFD_500:01_HOOFD_030_2),0.001,0.83214283,0.96487117,0.13272834,In variant 2 it is 13.272834% more likely than variant1 that if [01_HOOFD_500] occurs: also [01_HOOFD_030_2] occurs. 
RespondedExistence(01_HOOFD_470:01_HOOFD_451),0.001,0.032388665,0.16477273,0.13238406,In variant 2 it is 13.238406% more likely than variant1 that if [01_HOOFD_470] occurs: also [01_HOOFD_451] occurs. 
RespondedExistence(01_HOOFD_470:01_HOOFD_450),0.001,0.032388665,0.16477273,0.13238406,In variant 2 it is 13.238406% more likely than variant1 that if [01_HOOFD_470] occurs: also [01_HOOFD_450] occurs. 
AlternateResponse(04_BPT_005:01_HOOFD_250_2),0.001,0.5448878,0.67720467,0.13231689,In variant 2 it is 13.2316885% more likely than variant1 that if [04_BPT_005] occurs: [01_HOOFD_250_2] will occur afterwards without any other occurrence of [04_BPT_005] in between. 
RespondedExistence(01_HOOFD_101b:01_HOOFD_250_1),0.001,0.8,0.9322917,0.13229167,In variant 2 it is 13.229168% more likely than variant1 that if [01_HOOFD_101b] occurs: also [01_HOOFD_250_1] occurs. 
RespondedExistence(01_HOOFD_101b:01_HOOFD_490_1),0.001,0.8,0.9322917,0.13229167,In variant 2 it is 13.229168% more likely than variant1 that if [01_HOOFD_101b] occurs: also [01_HOOFD_490_1] occurs. 
AlternatePrecedence(01_HOOFD_490_2:01_HOOFD_101b),0.001,0.8,0.9322917,0.13229167,In variant 2 it is 13.229168% more likely than variant1 that if [01_HOOFD_101b] occurs: [01_HOOFD_490_2] occurred before it without any other occurrence of [01_HOOFD_101b] in between. 
RespondedExistence(01_HOOFD_110_1:01_HOOFD_490_5),0.001,0.7134503,0.8455882,0.1321379,In variant 2 it is 13.213789% more likely than variant1 that if [01_HOOFD_110_1] occurs: also [01_HOOFD_490_5] occurs. 
AlternatePrecedence(01_HOOFD_500:01_HOOFD_811),0.001,0.81,0.9418182,0.13181818,In variant 2 it is 13.181818% more likely than variant1 that if [01_HOOFD_811] occurs: [01_HOOFD_500] occurred before it without any other occurrence of [01_HOOFD_811] in between. 
RespondedExistence(01_HOOFD_811:01_HOOFD_495),0.001,0.81,0.9418182,0.13181818,In variant 2 it is 13.181818% more likely than variant1 that if [01_HOOFD_811] occurs: also [01_HOOFD_495] occurs. 
RespondedExistence(01_HOOFD_811:01_HOOFD_510_3),0.001,0.81,0.9418182,0.13181818,In variant 2 it is 13.181818% more likely than variant1 that if [01_HOOFD_811] occurs: also [01_HOOFD_510_3] occurs. 
RespondedExistence(01_HOOFD_811:01_HOOFD_510_2),0.001,0.81,0.9418182,0.13181818,In variant 2 it is 13.181818% more likely than variant1 that if [01_HOOFD_811] occurs: also [01_HOOFD_510_2] occurs. 
RespondedExistence(01_HOOFD_811:01_HOOFD_515),0.001,0.81,0.9418182,0.13181818,In variant 2 it is 13.181818% more likely than variant1 that if [01_HOOFD_811] occurs: also [01_HOOFD_515] occurs. 
RespondedExistence(01_HOOFD_811:01_BB_775),0.001,0.81,0.9418182,0.13181818,In variant 2 it is 13.181818% more likely than variant1 that if [01_HOOFD_811] occurs: also [01_BB_775] occurs. 
RespondedExistence(01_HOOFD_811:01_BB_770),0.001,0.81,0.9418182,0.13181818,In variant 2 it is 13.181818% more likely than variant1 that if [01_HOOFD_811] occurs: also [01_BB_770] occurs. 
RespondedExistence(01_HOOFD_060:10_UOV_050_1),0.001,0.06824147,0.2,0.13175854,In variant 2 it is 13.175854% more likely than variant1 that if [01_HOOFD_060] occurs: also [10_UOV_050_1] occurs. 
RespondedExistence(16_LGSV_010:01_HOOFD_195),0.006,1,0.8683128,0.13168722,In variant 1 it is 13.168722% more likely than variant2 that if [16_LGSV_010] occurs: also [01_HOOFD_195] occurs. 
AlternateResponse(04_BPT_005:01_HOOFD_250_1),0.001,0.54613465,0.67720467,0.13107002,In variant 2 it is 13.107002% more likely than variant1 that if [04_BPT_005] occurs: [01_HOOFD_250_1] will occur afterwards without any other occurrence of [04_BPT_005] in between. 
RespondedExistence(01_HOOFD_490_4:01_HOOFD_030_2),0.001,0.86388385,0.9929907,0.12910682,In variant 2 it is 12.910682% more likely than variant1 that if [01_HOOFD_490_4] occurs: also [01_HOOFD_030_2] occurs. 
AlternatePrecedence(01_HOOFD_015:01_HOOFD_055),0.001,0.9881657,0.8604651,0.12770057,In variant 1 it is 12.770057% more likely than variant2 that if [01_HOOFD_055] occurs: [01_HOOFD_015] occurred before it without any other occurrence of [01_HOOFD_055] in between. 
RespondedExistence(01_HOOFD_011:01_HOOFD_130),0.001,0.016372796,0.1440678,0.127695,In variant 2 it is 12.7695% more likely than variant1 that if [01_HOOFD_011] occurs: also [01_HOOFD_130] occurs. 
AlternateResponse(01_HOOFD_040:01_HOOFD_380),0.001,0.7531807,0.8808511,0.1276704,In variant 2 it is 12.76704% more likely than variant1 that if [01_HOOFD_040] occurs: [01_HOOFD_380] will occur afterwards without any other occurrence of [01_HOOFD_040] in between. 
AlternatePrecedence(01_HOOFD_110_0:01_HOOFD_814),0.002,0.6481481,0.7755682,0.12742007,In variant 2 it is 12.742006% more likely than variant1 that if [01_HOOFD_814] occurs: [01_HOOFD_110_0] occurred before it without any other occurrence of [01_HOOFD_814] in between. 
AlternatePrecedence(01_HOOFD_200:01_HOOFD_101b),0.001,0.8,0.9270833,0.1270833,In variant 2 it is 12.70833% more likely than variant1 that if [01_HOOFD_101b] occurs: [01_HOOFD_200] occurred before it without any other occurrence of [01_HOOFD_101b] in between. 
RespondedExistence(01_HOOFD_101b:01_HOOFD_370),0.002,0.8,0.9270833,0.1270833,In variant 2 it is 12.70833% more likely than variant1 that if [01_HOOFD_101b] occurs: also [01_HOOFD_370] occurs. 
RespondedExistence(01_HOOFD_101b:01_HOOFD_510_2),0.001,0.8,0.9270833,0.1270833,In variant 2 it is 12.70833% more likely than variant1 that if [01_HOOFD_101b] occurs: also [01_HOOFD_510_2] occurs. 
RespondedExistence(01_HOOFD_101b:01_HOOFD_495),0.001,0.8,0.9270833,0.1270833,In variant 2 it is 12.70833% more likely than variant1 that if [01_HOOFD_101b] occurs: also [01_HOOFD_495] occurs. 
RespondedExistence(01_HOOFD_101b:01_BB_770),0.001,0.8,0.9270833,0.1270833,In variant 2 it is 12.70833% more likely than variant1 that if [01_HOOFD_101b] occurs: also [01_BB_770] occurs. 
RespondedExistence(01_HOOFD_330:01_HOOFD_250_1),0.001,0.4827175,0.60890305,0.12618554,In variant 2 it is 12.618553% more likely than variant1 that if [01_HOOFD_330] occurs: also [01_HOOFD_250_1] occurs. 
RespondedExistence(01_HOOFD_330:01_HOOFD_250_2),0.001,0.4827175,0.60890305,0.12618554,In variant 2 it is 12.618553% more likely than variant1 that if [01_HOOFD_330] occurs: also [01_HOOFD_250_2] occurs. 
AlternatePrecedence(01_HOOFD_490_2:01_HOOFD_811),0.001,0.82,0.94545454,0.12545455,In variant 2 it is 12.545454% more likely than variant1 that if [01_HOOFD_811] occurs: [01_HOOFD_490_2] occurred before it without any other occurrence of [01_HOOFD_811] in between. 
RespondedExistence(01_HOOFD_811:01_HOOFD_490_1),0.001,0.82,0.94545454,0.12545455,In variant 2 it is 12.545454% more likely than variant1 that if [01_HOOFD_811] occurs: also [01_HOOFD_490_1] occurs. 
AlternateResponse(01_HOOFD_040:09_AH_I_010),0.001,0.7557252,0.8808511,0.12512589,In variant 2 it is 12.5125885% more likely than variant1 that if [01_HOOFD_040] occurs: [09_AH_I_010] will occur afterwards without any other occurrence of [01_HOOFD_040] in between. 
